partition,item,supply,date,uni,amount,unitPrice
新生,DG0000000044-Yasmin,D0087-裕利,2019-05-09,盒,100,375
新生,DG0000000018-FENCAINE TAB 10MG,D0112-優生,2019-05-09,顆,10000,0.5
新生,DG0000000115-(冷藏)@Gonal-F 300IU,D0087-裕利,2019-05-09,支,4,2400
新生,DG0000000369-GITOSE INJ. 5%(500ML),D0054-南光,2019-05-09,包,150,21
民權,DG0000000472-Duratocin 100mcg/ml(新生/民權),D0006-大昌華嘉,2019-05-07,支,225,1333.333
民權,DG0000000088-AMOXICILLIN 250MG(新/民),D0010-中化,2019-05-07,顆,2000,0.9
民權,DG0000000008-Famotidine F.C.TAB 20MG,D0010-中化,2019-05-07,顆,3000,0.6
民權,DG0000001136-Curel洗髮精+沐浴乳Set,D0051-花王,2019-05-07,組,5,525
民權,DG0000000998-Curel溫和潔淨洗髮精,D0051-花王,2019-05-07,罐,5,228
民權,DG0000000397-EPHEDRINE 40mg INJ.民/新,D0052-信東,2019-05-07,支,200,12
民權,DG0000000050-MAGNESIUM OXIDE TAB 250MG,D0052-信東,2019-05-07,顆,20000,0.17
民權,DG0000001160-LEVEMIR FLEX PEN瑞和密爾諾易筆,D0060-美吾髮,2019-05-07,支,20,396
民權,DG0000001204-Alvolon 500mg(30Tab/box),D0061-美時,2019-05-07,顆,480,12.5
民權,DG0000000216-(3劑)Cervarix保蓓子宮頸疫苗,D0087-裕利,2019-05-07,支,60,2200
民權,DG0000000907-*9價*(3劑)嘉喜子宮頸癌疫苗,D0087-裕利,2019-05-07,支,120,3700
民權,DG0000001222-Amaryl M 2/500MG TAB,D0094-嘉鏵,2019-05-07,錠,300,2.9
民權,DG0000000708-CANESTEN 1% CREAM 20gm(皮),D0094-嘉鏵,2019-05-07,條,8,145
民權,DG0000000362-DEXAMETHASONE Injection 0.5%,D0094-嘉鏵,2019-05-07,支,50,21
民權,DG0000000437-SODIUM PHOSPHATE MONOBASIC (民,D0094-嘉鏵,2019-05-07,瓶,20,45
民權,DG0000000679-SUTROL GEL-VAGINAL 25gm(民權),D0094-嘉鏵,2019-05-07,條,4,75
民權,DG0000000130-Aldara 5% cream (婦),D0094-嘉鏵,2019-05-07,包,12,241.667
民權,DG0000000257-NORMACOL PLUS GRANULES(民),D0094-嘉鏵,2019-05-07,包,90,7
民權,DG0000000784-AUGMENTIN SYRUP 457MG/5ML(兒),D0094-嘉鏵,2019-05-07,瓶,60,64
民權,DG0000000402-愛治喘吸藥輔助器,D0104-銓鼎,2019-05-07,罐,10,945
民權,DG0000000236-Gentamycin 80mg/2ml INJ.,D0214-國信,2019-05-07,瓶,300,10
民權小禾馨,DG0000000340-RotaTeq輪達停(自費)(MSD),D0087-裕利,2019-05-06,支,300,1100
民權小禾馨,DG0000001252-Infloran益腹寧膠囊,D0208-榮懋興業,2019-05-06,顆,600,15
懷寧小禾馨,DG0000001472-0.01% ATROPIN Eye Drops,D0227-麥迪森,2019-05-06,支,90,30
新生,DG0000000030-FLU-D CAP 150MG,D0022-永信藥品,2019-05-03,顆,100,54
新生,DG0000000031-服樂淨栓劑 Metronidazole 250mg,D0022-永信藥品,2019-05-03,顆,400,3.5
新生,DG0000000156-ANTIFUNGAL VAG. SUPP,D0022-永信藥品,2019-05-03,顆,936,6.154
新生,DG0000000461-NIMBEX 2mg/ml INJ. (新/民),D0087-裕利,2019-05-03,瓶,10,114
新生,DG0000000386-Albothyl Concentrate(ml)(民/新,D0094-嘉鏵,2019-05-03,瓶,2,800
新生,DG0000000110-DOSTINEX TAB 0.5MG,D0094-嘉鏵,2019-05-03,顆,8,122.5
新生,DG0000000257-NORMACOL PLUS GRANULES(民),D0094-嘉鏵,2019-05-03,包,30,7
新生,DG0000000813-Broain 100mg,D0198-杏泰藥品,2019-05-03,顆,5000,1
新生,DG0000000435-PROSTIN E2 Vag. Supp(新/民),D0005-久裕,2019-05-03,顆,240,309
新生,DG0000000022-CEPHANMYCIN CAP 500MG,D0022-永信藥品,2019-05-03,顆,6000,1.68
新生,DG0000000397-EPHEDRINE 40mg INJ.民/新,D0052-信東,2019-05-03,支,200,15
新生,DG0000000070-HARINGER(SODIUM CHLORIDE)500ML,D0054-南光,2019-05-03,包,360,21
新生,DG0000000123-Actein 66.7mg/gm 3GM,D0073-健喬信元,2019-05-03,包,2800,1.64
新生,DG0000000092-PREMARIN VAGINAL CREAM  14GM,D0094-嘉鏵,2019-05-03,條,10,219
新生,DG0000001029-[管]Stilnox 10mg(原廠),D0094-嘉鏵,2019-05-03,顆,100,2
新生,DG0000000257-NORMACOL PLUS GRANULES(民),D0094-嘉鏵,2019-05-03,包,90,7
新生,DG0000000726-Emla cream5% 30g(皮),D0094-嘉鏵,2019-05-03,條,3,750
新生,DG0000000110-DOSTINEX TAB 0.5MG,D0094-嘉鏵,2019-05-03,顆,64,122.5
新生,DG0000001029-[管]Stilnox 10mg(原廠),D0094-嘉鏵,2019-05-03,顆,100,2
新生,"DG0000000686-Gestrin Capsule 2.5mg ""P.L.""(",D0075-培力,2019-05-03,顆,240,145
民權,DG0000000435-PROSTIN E2 Vag. Supp(新/民),D0005-久裕,2019-05-03,顆,200,309
民權,DG0000000114-CLEXANE 6000IU (ENOXAPARIN),D0006-大昌華嘉,2019-05-03,支,60,142
民權,DG0000000007-Metformin TAB 500MG,D0010-中化,2019-05-03,顆,6000,0.55
民權,DG0000000362-DEXAMETHASONE Injection 0.5%,D0010-中化,2019-05-03,支,50,12
民權,DG0000001251-(自費計價)HyperHEP B 0.5CC(新/,D0017-天行,2019-05-03,瓶,10,2690
民權,DG0000000022-CEPHANMYCIN CAP 500MG,D0022-永信藥品,2019-05-03,顆,10000,1.68
民權,DG0000000696-Dermasafe ointment 20mg/gm(皮),D0022-永信藥品,2019-05-03,條,5,180
民權,DG0000000027-ECONAZOLE VAG. SUPP 150MG,D0022-永信藥品,2019-05-03,顆,180,10
民權,DG0000000030-FLU-D CAP 150MG,D0022-永信藥品,2019-05-03,顆,200,54
民權,DG0000001253-SUXEN FILM COATED 司淨膜衣錠25,D0022-永信藥品,2019-05-03,顆,1000,2.9
民權,"DG0000000262-XYLMOL SUPP.  ""SINPHAR""",D0036-杏輝,2019-05-03,顆,600,3.185
民權,DG0000000861-無菌空瓶 10ml,D0052-信東,2019-05-03,瓶,100,38
民權,DG0000000245-HEMOCLOT INJ. (Transamine),D0052-信東,2019-05-03,支,600,10
民權,DG0000000123-Actein 66.7mg/gm 3GM,D0073-健喬信元,2019-05-03,包,2800,1.64
民權,DG0000000719-LOMEXIN vag supp 200mg(民/新/,D0073-健喬信元,2019-05-03,顆,660,37.545
民權,DG0000000893-ULEXIN susp 25mg/ML(小/民),D0073-健喬信元,2019-05-03,瓶,20,120
民權,DG0000000103-[管]PROPOFOL 1% 10mg/mL(新/民/,D0076-崇興行,2019-05-03,支,150,70.007
民權,DG0000000103-[管]PROPOFOL 1% 10mg/mL(新/民/,D0076-崇興行,2019-05-03,支,150,70.007
民權,DG0000000264-SMECTA POWDER舒腹達,D0087-裕利,2019-05-03,包,660,5.091
民權,DG0000000750-TIMOPTOL-XE 0.5% 2.5mL(皮),D0087-裕利,2019-05-03,瓶,60,115
民權,DG0000000671-VALTREX TAB 500MG(民/小/懷),D0087-裕利,2019-05-03,顆,210,55.714
民權,DG0000000044-Yasmin,D0087-裕利,2019-05-03,盒,100,375
民權,DG0000001186-Boostrix補施追疫苗,D0087-裕利,2019-05-03,支,160,550
民權,DG0000001260-Cosentyx INJ 150mg/ml(民權單支,D0087-裕利,2019-05-03,支,40,15554
民權,DG0000001150-VISANNE 2mg 28's(盒),D0087-裕利,2019-05-03,顆,924,43
民權,DG0000000278-NEXIUM  40MG Tab.,D0087-裕利,2019-05-03,顆,140,6.8
民權,DG0000000715-11.25mg leuplin depot(持續型)(,D0087-裕利,2019-05-03,支,20,8519.45
民權,DG0000000263-AMOXICILLIN 500MG Tab.,D0094-嘉鏵,2019-05-03,顆,1000,1.2
民權,DG0000001310-BD Micro-Fine 32G 4mm 胰島素針,D0094-嘉鏵,2019-05-03,個,1000,3.15
民權,DG0000000110-DOSTINEX TAB 0.5MG,D0094-嘉鏵,2019-05-03,盒,56,122.5
民權,DG0000001217-Norvasc Tab 5MG,D0094-嘉鏵,2019-05-03,錠,140,4.143
民權,DG0000000092-PREMARIN VAGINAL CREAM  14GM,D0094-嘉鏵,2019-05-03,條,10,219
民權,DG0000000386-Albothyl Concentrate(ml)(民/新,D0094-嘉鏵,2019-05-03,ML,2,800
民權,DG0000000013-Clomid TAB 50mg,D0094-嘉鏵,2019-05-03,顆,500,4.15
民權,DG0000000389-FLIXOTIDE EVOHALER 50 MCG (兒),D0094-嘉鏵,2019-05-03,瓶,5,183
民權,DG0000000257-NORMACOL PLUS GRANULES(民),D0094-嘉鏵,2019-05-03,包,90,7
民權,DG0000001029-[管]Stilnox 10mg(原廠),D0094-嘉鏵,2019-05-03,顆,300,2
民權,DG0000000769-[管]Ultracet Tab 37.5MG/325MG,D0094-嘉鏵,2019-05-03,顆,600,4
民權,DG0000001240-10MG CRESTOR TAB,D0094-嘉鏵,2019-05-03,錠,280,14.464
民權,DG0000000224-[管]MORPHINE HCL 10mg/ml(新/民,D0150-食藥署,2019-05-03,支,200,20
民權,DG0000000069-Bendol F.C. Tab,D0211-芯一,2019-05-03,顆,4000,1.028
民權,DG0000000069-Bendol F.C. Tab,D0211-芯一,2019-05-03,顆,5000,1.028
民權,DG0000000689-0.1% Protopic Oint.5gm(皮),D0218-宏曜藥業,2019-05-03,條,21,206.667
民權,DG0000000873-Protopic Oint. 0.03% 5gm(皮),D0218-宏曜藥業,2019-05-03,條,21,187.619
民權,DG0000001396-舒喜滿 溫和型洗鼻器 115ml,D0221-嘉德,2019-05-03,瓶,50,280
民權,DG0000001452-Prelactium萊可恬酪蛋白舒活膠囊,D0223-英霈斯,2019-05-03,顆,20,1020
民權,DG0000001456-FERROUS GLUCO-B 維他葡萄糖鐵糖,D0229-強生,2019-05-03,顆,3000,1.2
懷寧,DG0000000634-美諾孕Menopur 75IU(婦),D0006-大昌華嘉,2019-04-30,支,10,723.8
懷寧,DG0000000008-Famotidine F.C.TAB 20MG,D0010-中化,2019-04-30,顆,3000,0.75
懷寧,DG0000000004-DONISON TAB 5MG,D0010-中化,2019-04-30,顆,2000,0.325
懷寧,DG0000000020-BOKEY E.M CAP 100MG,D0022-永信藥品,2019-04-30,顆,3920,0.918
懷寧,DG0000000031-服樂淨栓劑 Metronidazole 250mg,D0022-永信藥品,2019-04-30,顆,300,3.5
懷寧,DG0000000345-ATANAAL 5MG,D0094-嘉鏵,2019-04-30,顆,100,2
懷寧,DG0000000659-Propranolol 10mg,D0094-嘉鏵,2019-04-30,顆,100,0.7
懷寧,DG0000000076-[管]Xanax 0.5mg (Alprazolam),D0094-嘉鏵,2019-04-30,顆,100,2
懷寧,DG0000001029-[管]Stilnox 10mg(原廠),D0094-嘉鏵,2019-04-30,顆,100,2
懷寧,DG0000001319-BD MICROFINE 32G 4mm 針頭,D0094-嘉鏵,2019-04-30,顆,900,3.15
懷寧,DG0000000033-KASCOAL TAB 50MG,D0022-永信藥品,2019-04-30,顆,2000,0.36
懷寧,DG0000000160-D50W 20ml,D0052-信東,2019-04-30,支,1440,8
懷寧,DG0000000907-*9價*(3劑)嘉喜子宮頸癌疫苗,D0087-裕利,2019-04-30,支,120,3700
懷寧,DG0000001234-TRULICITY 1.5MG INJ,D0087-裕利,2019-04-30,支,8,936
懷寧,DG0000000190-(3劑)嘉喜4價子宮頸癌疫苗,D0087-裕利,2019-04-30,支,120,2100
懷寧,DG0000000013-Clomid TAB 50mg,D0094-嘉鏵,2019-04-30,顆,500,4.15
懷寧,DG0000001009-Xyzal 5mg 驅異樂,D0094-嘉鏵,2019-04-30,顆,200,2.75
懷寧小禾馨,DG0000000300-Prevenar13沛兒(自費) (新生/民,D0005-久裕,2019-04-30,支,100,2425
懷寧小禾馨,DG0000000264-SMECTA POWDER舒腹達,D0087-裕利,2019-04-30,包,660,5.091
懷寧小禾馨,DG0000000301-RotaRix羅特律(自費)(GSK),D0087-裕利,2019-04-30,支,120,1840
懷寧小禾馨,DG0000000336-B肝疫苗(自費),D0087-裕利,2019-04-30,瓶,10,237
懷寧小禾馨,DG0000000047-ZITHROMAX TAB 250MG,D0094-嘉鏵,2019-04-30,顆,60,20.833
懷寧小禾馨,DG0000000254-SINOMIN  OPH. 15ml,D0094-嘉鏵,2019-04-30,瓶,100,13.6
懷寧小禾馨,DG0000000675-Topsym OINTMENT 5g(民/小),D0094-嘉鏵,2019-04-30,條,30,37
懷寧小禾馨,DG0000000267-Abcot Chewable Tab. 20mg,D0094-嘉鏵,2019-04-30,顆,2000,0.85
懷寧小禾馨,DG0000000335-MEPTIN-MINI(鋁箔/膠箔)(兒),D0094-嘉鏵,2019-04-30,顆,100,1.1
懷寧小禾馨,DG0000001396-舒喜滿 溫和型洗鼻器 115ml,D0221-嘉德,2019-04-30,瓶,50,280
懷寧小禾馨,DG0000000893-ULEXIN susp 25mg/ML(小/民),D0073-健喬信元,2019-04-30,CC,60,120
民權,DG0000000122-ANTIBIOPHILUS 250mg CAP (單顆),D0001-一成藥品,2019-04-24,顆,2800,5.357
民權,DG0000000105-[管]KETALAR INJ 50MG/ML(新/民/,D0005-久裕,2019-04-24,瓶,2,415
民權,DG0000000435-PROSTIN E2 Vag. Supp(新/民),D0005-久裕,2019-04-24,顆,200,309
民權,DG0000000046-UTROGESTAN 100MG,D0005-久裕,2019-04-24,顆,2700,7.806
民權,DG0000000472-Duratocin 100mcg/ml(新生/民權),D0006-大昌華嘉,2019-04-24,支,225,1333.333
民權,DG0000000156-ANTIFUNGAL VAG. SUPP,D0022-永信藥品,2019-04-24,顆,936,6.154
民權,DG0000000271-BISLAN 12mg Tab. (Bromhexine),D0022-永信藥品,2019-04-24,顆,1000,0.25
民權,DG0000000020-BOKEY E.M CAP 100MG,D0022-永信藥品,2019-04-24,顆,3920,0.918
民權,DG0000000028-ERGOMETRINE TAB 0.2MG,D0022-永信藥品,2019-04-24,顆,4000,1.1
民權,DG0000000035-Potarlon TAB 500MG,D0022-永信藥品,2019-04-24,顆,20000,0.52
民權,DG0000000251-PULIN INJ.(METOCLOPRAMIDE,D0022-永信藥品,2019-04-24,支,800,7.5
民權,DG0000000031-服樂淨栓劑 Metronidazole 250mg,D0022-永信藥品,2019-04-24,顆,600,3.5
民權,DG0000000156-ANTIFUNGAL VAG. SUPP,D0022-永信藥品,2019-04-24,顆,624,6.154
民權,DG0000000022-CEPHANMYCIN CAP 500MG,D0022-永信藥品,2019-04-24,顆,20000,1.68
民權,DG0000000033-KASCOAL TAB 50MG,D0022-永信藥品,2019-04-24,顆,10000,0.41
民權,DG0000000037-TREN CAP 250MG,D0022-永信藥品,2019-04-24,顆,5000,1.61
民權,DG0000000031-服樂淨栓劑 Metronidazole 250mg,D0022-永信藥品,2019-04-24,顆,300,3.5
民權,DG0000000049-NINCORT ORAL GEL,D0036-杏輝,2019-04-24,條,36,39.194
民權,DG0000000401-SABS IV INFUSION(民),D0052-信東,2019-04-24,瓶,20,45
民權,DG0000001160-LEVEMIR FLEX PEN瑞和密爾諾易筆,D0060-美吾髮,2019-04-24,支,10,396
民權,DG0000001164-VICTOZA INJ胰妥善注射液,D0060-美吾髮,2019-04-24,支,20,1487
民權,DG0000000710-USP Vaselin ALBA 30g(民/小),D0085-瑞升,2019-04-24,罐,30,49
民權,DG0000000318-ATROVENT(兒),D0087-裕利,2019-04-24,支,100,8.5
民權,DG0000000317-Bricanyl(兒),D0087-裕利,2019-04-24,支,200,10.4
民權,DG0000000371-Marcaine inj. 0.5% 20mL (新生/,D0087-裕利,2019-04-24,瓶,1800,194
民權,DG0000000353-Xylocaine injection 2% 20mL,D0087-裕利,2019-04-24,瓶,360,70
民權,DG0000000783-AUGMENTIN 1G,D0087-裕利,2019-04-24,顆,1800,7.7
民權,DG0000001260-Cosentyx INJ 150mg/ml(民權單支,D0087-裕利,2019-04-24,支,40,15554
民權,DG0000000418-Marcaine 0.5%SP HeavyAmp 4mL,D0087-裕利,2019-04-24,支,485,146
民權,DG0000000108-(需冷藏)OVIDREL 250 mcg,D0087-裕利,2019-04-24,支,20,550
民權,DG0000000174-CRINONE 8% Progesterone vag g,D0087-裕利,2019-04-24,條,120,185
民權,DG0000001174-CLEOCIN T GEL 1% 30G(皮),D0094-嘉鏵,2019-04-24,盒,10,186
民權,DG0000000479-Flur Di Fen Patch(新/民),D0094-嘉鏵,2019-04-24,片,200,5.7
民權,DG0000000047-ZITHROMAX TAB 250MG,D0094-嘉鏵,2019-04-24,顆,72,20.833
民權,DG0000001201-FREE GEL 7.5 MG/GM,D0094-嘉鏵,2019-04-24,盒,20,42
民權,DG0000000257-NORMACOL PLUS GRANULES(民),D0094-嘉鏵,2019-04-24,包,90,7
民權,DG0000000676-ZUMELIN CREAM 20mg/G(民/小),D0094-嘉鏵,2019-04-24,條,20,38.5
民權,DG0000001240-10MG CRESTOR TAB,D0094-嘉鏵,2019-04-24,錠,84,14.464
民權,DG0000001222-Amaryl M 2/500MG TAB,D0094-嘉鏵,2019-04-24,錠,150,2.9
民權,DG0000000257-NORMACOL PLUS GRANULES(民),D0094-嘉鏵,2019-04-24,包,90,7
民權,DG0000000018-FENCAINE TAB 10MG,D0112-優生,2019-04-24,顆,11000,0.455
民權,DG0000000014-Sindipine Cap 10mg,D0112-優生,2019-04-24,顆,1000,1
民權,DG0000000864-Rapid Diagnostic test(流感快篩,D0118-耀龍生技,2019-04-24,組,80,150
民權,DG0000000370-[管]FENTANYL INJ. 2ML (新/民/,D0150-食藥署,2019-04-24,支,300,20
民權,DG0000000871-Sutondin 10mg/tab(Tilcotil)(新,D0161-華興,2019-04-24,顆,3000,1.5
民權,DG0000001252-Infloran益腹寧膠囊,D0208-榮懋興業,2019-04-24,顆,1400,15
民權,DG0000000069-Bendol F.C. Tab,D0211-芯一,2019-04-24,顆,2000,1.028
民權,DG0000000690-Xamiol gel 30g絲玫歐凝膠(皮),D0218-宏曜藥業,2019-04-24,條,21,533.333
懷寧,DG0000000634-美諾孕Menopur 75IU(婦),D0006-大昌華嘉,2019-04-19,支,10,723.8
懷寧,DG0000000065-YUTOPAR TAB 10MG,D0016-友勤,2019-04-19,顆,640,4.041
懷寧,DG0000000127-AXOL TAB 30MG,D0022-永信藥品,2019-04-19,顆,1000,0.45
懷寧,DG0000000271-BISLAN 12mg Tab. (Bromhexine),D0022-永信藥品,2019-04-19,顆,1000,0.25
懷寧,DG0000000257-NORMACOL PLUS GRANULES(民),D0094-嘉鏵,2019-04-19,包,90,7
懷寧,DG0000000482-ELOMET 5g(MOMETASONE FUROATE),D0094-嘉鏵,2019-04-19,條,8,33
懷寧,DG0000000264-SMECTA POWDER舒腹達,D0094-嘉鏵,2019-04-19,包,120,5.5
懷寧,DG0000000111-TETRACYCLINE Oint 5g,D0094-嘉鏵,2019-04-19,條,10,18
懷寧,DG0000001402-ELTROXIN TABLETS 昂特欣 50 MCG,D0094-嘉鏵,2019-04-19,顆,300,1.42
懷寧,DG0000001240-10MG CRESTOR TAB,D0094-嘉鏵,2019-04-19,錠,168,14.464
懷寧,DG0000001222-Amaryl M 2/500MG TAB,D0094-嘉鏵,2019-04-19,錠,240,2.9
懷寧,DG0000001009-Xyzal 5mg 驅異樂,D0094-嘉鏵,2019-04-19,顆,100,2.75
懷寧,DG0000000220-K.B.T. Tab.,D0211-芯一,2019-04-19,顆,1000,1.6
懷寧,DG0000001228-JARDIANCE 25MG TAB,D0094-嘉鏵,2019-04-19,錠,240,30
懷寧,DG0000001220-850MG Glucophage TAB,D0094-嘉鏵,2019-04-19,錠,840,1.858
懷寧,DG0000000659-Propranolol 10mg,D0094-嘉鏵,2019-04-19,顆,100,0.7
懷寧,DG0000000783-AUGMENTIN 1G,D0094-嘉鏵,2019-04-19,顆,100,7.7
懷寧,DG0000000214-Allegra 60mg Tab.,D0094-嘉鏵,2019-04-19,顆,600,1.82
懷寧,DG0000000110-DOSTINEX TAB 0.5MG,D0094-嘉鏵,2019-04-19,顆,40,122.5
懷寧,DG0000000701-Vesicare tablets 5mg,D0094-嘉鏵,2019-04-19,顆,30,26
懷寧,DG0000000466-siliverzine 20GM (新/小/民),D0094-嘉鏵,2019-04-19,條,4,60
懷寧,DG0000000037-TREN CAP 250MG,D0022-永信藥品,2019-04-19,顆,1000,1.61
懷寧,DG0000000039-UROPRIN TAB 100MG,D0022-永信藥品,2019-04-19,顆,1000,1.25
懷寧,DG0000000057-Econalone CREAM 10GM,D0036-杏輝,2019-04-19,條,144,15
懷寧,DG0000000593-BETAMETHASONE OINT 5gm,D0036-杏輝,2019-04-19,條,144,14.701
懷寧,DG0000000206-ZALAIN CREAM 2%  (SERTACONAZO,D0058-科懋,2019-04-19,條,22,92
懷寧,DG0000000170-SENNAPUR(SENNOSIDE A+B),D0058-科懋,2019-04-19,顆,2000,1
懷寧,DG0000001160-LEVEMIR FLEX PEN瑞和密爾諾易筆,D0060-美吾髮,2019-04-19,支,20,397
懷寧,DG0000000907-*9價*(3劑)嘉喜子宮頸癌疫苗,D0087-裕利,2019-04-19,支,80,3100
懷寧,DG0000000077-THYROID-S 100mcg,D0211-芯一,2019-04-19,顆,1000,1.6
新生,DG0000000105-[管]KETALAR INJ 50MG/ML(新/民/,D0005-久裕,2019-04-19,瓶,10,415
新生,DG0000000164-Oxytocin inj 10IU/ml(新/民),D0008-大豐,2019-04-19,支,1100,13.636
新生,DG0000001377-URODINE F.C. TABLETS 100mg癒尿,D0008-大豐,2019-04-19,顆,1000,1.029
新生,DG0000000003-Clindamycin CAP 150mg,D0010-中化,2019-04-19,顆,1000,1.5
新生,DG0000000072-強力施美藥膏C.B. OINTMENT,D0010-中化,2019-04-19,條,400,9
新生,DG0000001251-(自費計價)HyperHEP B 0.5CC(新/,D0017-天行,2019-04-19,瓶,10,2690
新生,DG0000000033-KASCOAL TAB 50MG,D0022-永信藥品,2019-04-19,顆,3000,0.41
新生,DG0000001253-SUXEN FILM COATED 司淨膜衣錠25,D0022-永信藥品,2019-04-19,顆,1000,2.9
新生,DG0000000265-IBUPROFEN  400mg F.C. Tab.,D0022-永信藥品,2019-04-19,顆,1000,0.93
新生,DG0000000251-PULIN INJ.(METOCLOPRAMIDE,D0022-永信藥品,2019-04-19,支,600,7.5
新生,DG0000000161-FUCON INJ(BUTYLSCOPOLAMINE),D0022-永信藥品,2019-04-19,支,500,15
新生,DG0000000039-UROPRIN TAB 100MG,D0022-永信藥品,2019-04-19,顆,1000,1.25
新生,DG0000000607-Mepiform美皮豐矽膠片,D0107-歐強國際,2019-04-19,片,50,1280
新生,DG0000000417-Normal saline 500mL(NaCl 0.9%),D0204-人力(安星),2019-04-19,瓶,360,23.1
新生,DG0000000065-YUTOPAR TAB 10MG,D0016-友勤,2019-04-19,顆,640,4.041
新生,DG0000000413-MGSO4 100 MG/ML(200ML)(新生/民,D0052-信東,2019-04-19,瓶,30,150
新生,DG0000000070-HARINGER(SODIUM CHLORIDE)500ML,D0054-南光,2019-04-19,包,360,21
新生,DG0000000907-*9價*(3劑)嘉喜子宮頸癌疫苗,D0087-裕利,2019-04-19,支,160,3100
新生,DG0000001186-Boostrix補施追疫苗,D0087-裕利,2019-04-19,支,200,550
新生,DG0000000190-(3劑)嘉喜4價子宮頸癌疫苗,D0087-裕利,2019-04-19,支,100,2100
新生,DG0000000783-AUGMENTIN 1G,D0087-裕利,2019-04-19,顆,1000,7.7
新生,DG0000000048-Labtal F.C. Tab 200MG,D0094-嘉鏵,2019-04-19,顆,1000,3
新生,DG0000000345-ATANAAL 5MG,D0094-嘉鏵,2019-04-19,顆,1000,2
新生,DG0000000278-NEXIUM  40MG Tab.,D0094-嘉鏵,2019-04-19,顆,70,7.143
新生,DG0000000257-NORMACOL PLUS GRANULES(民),D0094-嘉鏵,2019-04-19,包,90,7
新生,DG0000000718-OXBU extended-release tablets,D0094-嘉鏵,2019-04-19,顆,100,6.36
新生,DG0000001029-[管]Stilnox 10mg(原廠),D0094-嘉鏵,2019-04-19,顆,100,2
新生,DG0000000415-N/S 0.9%  250ml,D0204-人力(安星),2019-04-19,瓶,240,23.1
新生,DG0000000704-[管]FENTANYL INJ. 10ML(新/民/,D0192-管管局,2019-04-19,支,500,90
新生,DG0000000071-(17-OHP)Progeston Depot 125mg,D0001-一成藥品,2019-04-19,支,230,208.696
新生,DG0000000472-Duratocin 100mcg/ml(新生/民權),D0006-大昌華嘉,2019-04-19,支,225,1333.333
新生,DG0000000688-Esmya 5mg (盒裝),D0015-友華生技,2019-04-19,盒,25,3535.84
新生,DG0000000369-GITOSE INJ. 5%(500ML),D0054-南光,2019-04-19,包,150,21
新生,DG0000000638-Spersin ointment 10g,D0055-恆富,2019-04-19,條,44,70.909
新生,DG0000000017-Ferrum Tab 100mg,D0069-泰宗,2019-04-19,顆,1000,3.76
新生,DG0000000103-[管]PROPOFOL 1% 10mg/mL(新/民/,D0076-崇興行,2019-04-19,支,50,70
新生,DG0000000174-CRINONE 8% Progesterone vag g,D0087-裕利,2019-04-19,條,150,185
新生,DG0000000110-DOSTINEX TAB 0.5MG,D0094-嘉鏵,2019-04-19,顆,16,122.5
新生,DG0000000257-NORMACOL PLUS GRANULES(民),D0094-嘉鏵,2019-04-19,包,60,7
新生,DG0000000157-MEGA-C 500MG,D0103-赫而司,2019-04-19,粒,1000,3.675
懷寧小禾馨,DG0000000897-Dermovate oint 25g戴摩膚軟膏(,D0094-嘉鏵,2019-04-19,盒,20,80
懷寧小禾馨,DG0000000063-ESTRADE TAB 2MG,D0094-嘉鏵,2019-04-19,顆,500,3.44
懷寧小禾馨,DG0000001432-CURZOLAN EYE DROPS,D0227-麥迪森,2019-04-19,瓶,150,15
民權,DG0000000634-美諾孕Menopur 75IU(婦),D0006-大昌華嘉,2019-04-16,支,10,723.8
民權,DG0000001377-URODINE F.C. TABLETS 100mg癒尿,D0008-大豐,2019-04-16,顆,1000,1.029
民權,DG0000001098-ELLA 30mg Tablet,D0015-友華生技,2019-04-16,顆,13,341.538
民權,DG0000000113-RHO(D)IMMUNE GLOBULIN(HUMAN),D0017-天行,2019-04-16,支,2,2528
民權,DG0000000592-Estromon  0.625mg,D0025-生達,2019-04-16,顆,3000,1.85
民權,DG0000000872-Histapp Granules(小/民),D0029-回春堂,2019-04-16,包,1120,3.96
民權,DG0000001089-Cetazone inj(Cefmetazole 1g),D0052-信東,2019-04-16,瓶,50,99
民權,DG0000000050-MAGNESIUM OXIDE TAB 250MG,D0052-信東,2019-04-16,顆,24000,0.17
民權,DG0000000684-Glycopyrodyn injection 0.2mg/m,D0058-科懋,2019-04-16,支,200,15
民權,DG0000000207-ZALAIN  Vag Supp.,D0058-科懋,2019-04-16,顆,40,93
民權,DG0000000985-WellDerm唯鼎傷痕貼片(2片/包),D0074-唯鼎生醫,2019-04-16,盒,40,1250
民權,DG0000001186-Boostrix補施追疫苗,D0087-裕利,2019-04-16,支,160,550
民權,DG0000000461-NIMBEX 2mg/ml INJ. (新/民),D0087-裕利,2019-04-16,支,50,114
民權,DG0000001198-NALDEBAIN ER INJ 150MG/ 2 ML,D0087-裕利,2019-04-16,AMP,13,6000
民權,DG0000000190-(3劑)嘉喜4價子宮頸癌疫苗,D0087-裕利,2019-04-16,支,130,2100
民權,DG0000000101-LEUPLIN DEPOT 3.75MG S.C. INJ,D0087-裕利,2019-04-16,支,4,4001
民權,DG0000000897-Dermovate oint 25g戴摩膚軟膏(,D0087-裕利,2019-04-16,條,10,75
民權,DG0000000263-AMOXICILLIN 500MG Tab.,D0094-嘉鏵,2019-04-16,顆,1000,1.2
